academic_term,academic_year,faculty,faculty_abbrev,subject,subject_abbrev,title
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Fantasy and Children's Culture
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,The Child and the Book: Honours Research Project
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Directed Reading in Critical Disability Studies
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Health Equity and Mental Health Policy
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Intersectionality, Disability, and Health
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Methodology
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,MA Major Research Paper
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Reconciling Literature: Understanding Texts & Contexts
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Citizenship and Immigration in Canada
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Indigenous Peoples of Canada
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Anishinaabemowin (Ojibway) Language and Culture II
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Oral History Workshop
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Indigenous Performance on Turtle Island
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,The Logic of Social Inquiry: Quantitative Methods (Data Collection and Analysis)
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,From Dominion to Domain Name: Twentieth-Century Canadian Literatures
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Contemporary Women Playwrights
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Elementary Modern Standard Chinese
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Introduction to Chinese Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Lu Xun: Representative Works
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Women Writers in Modern and Contemporary China
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Contemporary Chinese Culture Through Literary Texts and Film (in translation)
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Chinese-American Diasporic Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Christianity, Christian Culture and Modern Chinese Culture and Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Classical Chinese Language
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Classical Chinese Fiction
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Chinese Martial Arts Culture through Literary Texts and Film
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemical Structure
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemical Dynamics
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemistry and Materials Science for Engineers
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Thermodynamics
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introductory Organic Chemistry II
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introductory Biochemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Experimental Chemistry II
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Physical Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Intermediate Organic Chemistry II
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Physical Inorganic Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Macromolecules of Biochemical Interest
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Environmental Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Drug Discovery and Development
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Polymer Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemistry Internship Work Term
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemistry Internship Work Term
Fall/Winter,2024-2025,ED,Faculty of Education,CHEM,Chemistry,Teaching Chemistry in the Intermediate-Senior Divisions - A
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Project
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Synthetic Organic Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Advanced Inorganic Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemical Biology
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Advanced Analytical Separation Methods
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Biomaterials Chemistry
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Selected Topics in Chemistry
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Structural Elucidation in Organic and Organometallic Chemistry
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Chemical Biology
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Principles and Applications of Mass Spectrometry
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,MSc Review Essay
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Drug Discovery
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Solid-State, Nano, and Materials Chemistry
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Design Project
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Graphics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Fluid Mechanics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Introduction to Environmental Engineering
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Hydraulics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Computational Methods
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geotechnical Engineering
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Introduction to Structural Design
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Transportation Planning and Evaluation
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Advanced Structural Analysis
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Structural Steel Design
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geotechnical Modelling
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geological Engineering and Design
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Pavement Materials and Design
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Freight Transportation
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Environmental Impact Assessment and Sustainability
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Environmental Geotechnics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering for a Sustainable Future
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Doctor of Philosophy (PhD) in Civil Engineering Thesis
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLDR,Civil Litigation & Dispute Resolution,Contemporary Issues in Litigation
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Egypt in the Greek and Roman Mediterranean
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,The World of Ancient Greeks
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Greek Drama and Culture
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Classical Athens: State and Society
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Roman Britain
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Problems in Roman History
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLTC,Constitutional Remedies,Constitutional Litigation
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Canadian Writers in Person
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Music in Human Experience
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Digital Culture in the Humanities
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Black Popular Culture
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Feminisms and Film
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Independent Studies in Culture & Expression
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLWP,Criminal Law and Procedure,International Criminal Law
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLWP,Criminal Law and Procedure,Problems of Proof: Advanced Perspectives on the Law of Evidence
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Making Media
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to Filmmaking II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to Screenwriting
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Film Art: An Introduction
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,New Practices of Cinema and Media Criticism
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,The Biology of Story
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Film & Video Production
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Photography: Post Production for Screen & Web
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Screenwriting Fundamentals (Production)
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Writing for Games & Interactive Media II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Early Cinema to the Coming of Sound: 1895 - 1930
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Film and Television as Mass Culture, 1920s-1960s
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to 3D Modelling
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Digital Culture: History, Theory, Practice
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Fiction Project Workshop I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Alternative Project Workshop I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Media Practice III
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Feature Screenwriting I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Writing for Television I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Editing Technique I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Cinematography I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,SPOTLIGHT Your Skills: Professional Development for Cinema and Media Arts
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,American Film and Television
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Contemporary Directions in Cinema and Media Studies: 1980s - present
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Revolt! Films and TV Against Capitalism
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Studies in Genre: The Science Fiction Film
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,History, Theory and Practice of Screenwriting
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Animation and New Media
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Sonic Cinema: Designing Sound for Expanded Cinema
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Motion Capture: Performance and Interactivity
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Fiction Project Workshop II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Alternative Project Workshop II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Creative Producing for the Media Industries
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Writing for Television II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Editing Techniques III
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Sound Techniques II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Cinematography II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Production Planning and Management II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Field Placement for Cinema & Media Studies/Media Arts
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,The Business of Film & Television
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Anti-Racist Feminism
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Honours Thesis
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Independent Studies in Film/Television
